n,win_rate,avg_r,total_r,total_pnl,profit_factor,max_dd_pct,return_pct,symbol,name
7,42.857142857142854,0.6604176554342668,4.622923588039868,427.3050890994857,2.0446206368170015,-4.090528887132659,4.273050890994856,MES=F,Micro E-mini S&P 500
8,75.0,0.6824975185977946,5.459980148782357,538.9026945262273,3.5630482924062155,-1.72477499855863,5.389026945262287,MNQ=F,Micro E-mini Nasdaq 100
