symbol,side,entry_time,entry_price,stop_price,target_price,qty,exit_time,exit_price,exit_reason,r_multiple,pnl
AVGO,short,2026-05-08 11:00:00-04:00,423.1700134277344,424.2200122070313,416.3949890136719,95.23820595959234,2026-05-08 11:05:00-04:00,424.2200122070313,stop,-1.0,-100.95238205959592
AVGO,short,2026-05-08 11:15:00-04:00,422.6549987792969,423.9899096679688,416.3949890136719,74.15511928132406,2026-05-08 11:30:00-04:00,423.6799926757813,session_end,-0.7678369434113955,-76.75009584924541
AVGO,short,2026-05-14 09:45:00-04:00,428.5150146484375,434.68000366210936,411.7149963378906,15.932384470286372,2026-05-14 10:20:00-04:00,434.68000366210936,stop,-1.0,-98.38229906561446
AVGO,long,2026-06-05 09:50:00-04:00,403.3100891113281,400.08000610351564,414.74501037597656,30.104227041554886,2026-06-05 10:10:00-04:00,400.08000610351564,stop,-1.0,-97.540194500671
AVGO,long,2026-06-16 10:35:00-04:00,383.1199951171875,381.23,392.40000915527344,50.93333279532472,2026-06-16 11:20:00-04:00,381.23,stop,-1.0,-96.773083613202
AVGO,long,2026-07-24 10:50:00-04:00,381.8200073242188,380.4200024414063,392.2149963378906,68.06834791724137,2026-07-24 11:30:00-04:00,383.7799987792969,session_end,1.3999890137101698,132.73269679990167
AVGO,long,2026-07-28 10:25:00-04:00,375.9500122070313,373.1599926757813,381.6999969482422,34.63178136743245,2026-07-28 11:20:00-04:00,381.6999969482422,target,2.0609120032341774,198.78589661001357
